2,2,1,9,127,2
1,1,1,9,43,3
7,6,8,49,439,4
2,5,4,62,146,4
10,3,8,8,11,7
7,6,8,69,197,4
2,2,4,2,196,3
3,18,12,6,61,3
10,9,9,34,146,5
5,0,0,0,0,0
2,1,1,0,0,0
3,2,6,1,1,7
3,1,1,4,3,1
4,1,2,6,1,17
10,2,1,11,5,2
1,4,1,8,1,1
3,4,9,5,28,3
6,3,1,2,16,5
2,1,5,10,7,8
1,1,5,2,2,2
1,5,2,1,47,4
1,1,2,1,145,6
2,3,4,1,1,20
1,1,1,12,163,13
6,3,4,12,276,40
1,1,2,4,18,2
2,5,4,2,74,4
3,5,4,85,136,4
4,9,7,11,25,9
10,27,7,10,117,78
3,5,16,8,45,14
6,1,2,10,9,16
1,1,1,8,17,62
4,11,3,36,22,8
6,5,3,8,6,35
1,2,3,10,2,113
1,8,2,3,23,6
1,2,1,2,8,62
5,6,8,11,5,2
3,1,3,4,2,4
2,10,5,8,7,47
1,1,2,2,4,26
1,1,1,1,0,0
1,1,3,2,14,43
1,1,4,2,7,14
2,5,2,5,306,7
7,2,1,1,1,8
3,5,23,11,71,10
3,3,4,4,93,401
1,1,2,1,43,9
1,1,1,1,2,81
1,2,3,2,4,101
1,3,0,0,0,0
1,1,10,3,7,25
12,4,10,16,15,2
1,1,2,2,20,1
13,13,5,24,32,16
3,1,1,13,11,14
1,2,1,7,8,6
2,7,3,1,18,92
2,2,1,13,7,31
1,2,4,11,1,22
1,4,1,2,13,137
1,2,3,7,4,1
3,4,5,6,5,12
6,1,2,3,6,15
1,1,2,0,0,0
2,1,3,2,3,90
1,2,1,1,3,0
2,2,1,0,0,0
1,2,1,2,1,17
6,6,1,2,5,0
5,4,17,27,598,6
1,2,1,19,15,1
2,7,2,12,24,12
1,1,4,3,1,93
2,1,4,1,0,0
2,4,1,1,1,41
3,3,1,2,1,57
1,3,5,1,0,0
1,0,0,0,0,77
2,3,1,2,3,3
3,1,1,1,1,2
54,4,15,21,18,1
1,1,4,10,3,2
16,0,0,0,0,0
21,3,2,13,6,2
3,1,1,8,3,1
1,19,5,8,8,1
99,5,11,7,6,4
2,10,139,339,258,1
3,4,1519,630,530,1
1,1,0,0,0,0
5,5,192,352,79,2
3,5,153,352,106,2
4,0,0,0,0,0
4,4,97,63,47,1
54,1,29,1,1,1
55,1,11,11,10,1
16,3,19,19,12,9
1,4,262,91,74,1
2,2,1,1,1,1
1,17,370,696,668,8
2,8,96,181,289,23
3,2,3,4,1,2
2,13,1333,1080,1291,15
4,1,4,4,4,53
1,4,24,32,8,15
3,0,0,0,0,0
8,0,0,0,0,0
19,8,6,3,3,1
1,1,0,0,0,0
9,1,3,0,0,0
2,1,0,3,0,0
1,0,0,0,0,0
4,15,6,2,1,1
18,1,6,1,0,0
5,5,171,126,52,1
9,1,125,75,248,1
6,0,0,0,0,0
2,2,11,14,17,7
42,1,28,4,3,1
14,1,0,0,0,0
1,1,7,9,7,4
14,0,0,0,0,0
2,2,1,1,1,1
1,9,591,556,468,1
1,1,347,80,217,1
1,2,1,1,0,0
12,7,1704,580,1009,10
