4,9,4,8,116,6
10,4,3,12,5,2
25,27,55,336,894,52
11,9,14,103,251,8
9,4,6,31,18,7
18,20,20,63,506,26
12,13,14,76,165,11
13,9,18,69,40,9
5,14,27,44,215,12
2,1,1,0,0,0
2,1,1,1,1,0
3,1,6,8,1,11
3,2,5,12,14,3
3,3,3,5,10,16
2,1,7,2,34,7
5,3,4,5,12,2
3,3,4,27,7,8
3,3,3,9,16,10
3,1,12,11,10,3
1,2,3,2,1,3
4,6,3,104,25,16
5,8,7,43,188,75
3,2,10,20,8,10
4,6,9,77,142,24
19,11,32,52,495,51
2,2,4,4,4,8
2,7,4,10,85,2
6,12,9,62,96,11
4,2,8,5,39,6
25,26,12,127,340,66
2,8,13,17,37,113
2,2,4,7,2,49
6,7,5,39,4,146
3,3,2,10,12,121
5,3,6,8,4,130
6,9,6,10,11,136
2,1,5,5,4,1
3,3,1,2,2,64
5,4,16,9,8,13
2,2,2,8,5,2
6,4,11,8,6,209
1,5,4,1,7,49
2,1,2,4,2,1
5,10,3,3,4,95
4,3,4,1,5,14
11,3,16,93,67,6
1,6,3,14,4,6
4,10,18,103,136,15
10,11,13,33,194,311
1,3,3,5,4,98
4,4,10,11,4,124
4,1,6,5,2,129
3,1,1,2,1,2
2,2,16,13,1,20
2,5,3,8,68,2
6,7,2,2,13,14
8,8,9,10,65,31
3,5,3,7,5,60
4,2,3,7,12,8
8,4,1,3,8,123
2,3,7,11,8,78
6,5,8,3,9,223
7,6,7,8,12,155
1,3,1,2,10,1
6,6,8,10,13,31
4,8,7,3,9,21
2,3,1,0,0,0
5,5,2,8,8,115
4,2,1,1,12,15
2,1,1,0,0,0
32,28,26,24,26,1438
5,5,3,1,2,181
9,24,23,261,235,13
3,1,3,26,18,2
8,5,9,13,117,5
4,4,4,3,1,111
1,1,3,1,3,30
10,8,11,4,4,154
3,6,3,2,8,136
6,6,3,1,5,70
9,1,6,3,5,111
2,1,1,1,1,0
1,0,0,0,1,0
6,7,21,32,4,3
3,3,1,8,2,2
7,1,1,0,0,0
15,2,4,7,2,3
1,1,3,12,13,1
23,3,4,35,1,0
13,2,8,6,29,1
12,14,289,123,217,20
72,51,1074,775,991,48
1,0,0,1,0,0
13,15,75,109,337,10
25,27,272,312,393,20
2,2,3,0,0,0
7,3,53,11,54,6
28,1,12,10,10,3
15,4,17,16,14,4
4,8,16,24,19,15
8,14,51,194,245,9
2,1,1,5,2,5
22,15,285,274,294,14
10,18,147,214,353,53
1,2,5,2,2,0
14,27,95,415,299,34
3,7,29,20,14,1
4,7,17,11,8,7
1,3,1,1,0,1
5,1,0,0,1,0
12,13,4,13,11,2
1,1,2,0,0,0
4,0,0,0,0,0
4,4,2,1,1,1
2,2,2,7,7,1
28,6,12,41,1,2
9,14,22,8,2,8
4,5,45,110,76,5
14,14,181,296,406,19
2,1,0,0,0,1
3,5,15,13,15,10
3,13,46,101,68,19
5,3,0,3,0,1
3,2,3,4,4,1
27,1,18,1,0,3
1,4,0,0,0,0
14,14,113,167,256,6
15,15,381,168,236,18
1,2,1,1,2,0
18,28,31,29,30,881
6,12,4,7,8,125
3,0,2,0,0,0
2,6,12,15,32,50
2,1,0,0,0,0
3,4,5,6,8,6
2,1,1,1,0,0
1,0,0,1,0,0
6,5,2,2,1,2
5,2,1,2,2,2
1,1,1,0,0,0
1,2,10,3,0,0
3,2,4,6,1,2
18,48,34,61,1,4
2,2,33,0,0,6
1,3,22,12,15,1
10,2,6,10,8,2
0,0,5,0,0,0
1,2,2,4,2,2
14,3,2,3,4,5
3,0,5,1,0,0
2,1,2,0,0,0
63,157,323,10,14,170
23,2,43,2,0,3
12,16,388,288,280,23
5,4,50,29,14,1
1,1,1,1,1,4
2,2,2,1,4,40
2,1,4,2,1,38
5,7,0,0,0,0
2,3,2,2,1,15
20,2,1,1,1,9
2,11,1,1,1,4
4,2,1,6,6,1
1,2,3,0,0,0
6,2,13,67,52,5
4,9,16,16,75,2
1,1,11,0,1,0
5,4,9,20,73,4
2,5,38,80,34,6
1,2,4,10,2,1
3,3,14,33,17,3
2,4,16,8,13,2
8,20,163,35,81,5
2,1,1,1,0,0
4,14,19,16,18,2
4,21,107,8,29,5
1,2,2,4,2,1
3,4,12,7,9,1
1,4,0,0,0,0
1,2,2,4,3,2
3,10,34,21,19,4
6,7,6,35,10,6
1,8,7,7,6,13
6,20,42,93,27,3
9,3,33,37,13,9
3,7,9,25,11,6
13,19,29,5,106,30
1,2,6,3,4,3
4,11,9,11,5,4
7,4,15,5,4,2
1,2,1,0,0,0
3,4,28,23,16,4
3,3,26,10,17,3
1,1,1,1,1,1
1,2,30,3,5,3
6,4,37,54,11,4
3,3,0,0,0,0
7,5,1,2,14,1
3,8,4,13,8,3
2,27,23,5,48,2
1,1,0,0,0,0
11,7,13,13,14,2
3,15,65,2,2,1
1,6,1,0,0,0
2,1,14,2,1,1
2,3,0,0,0,0
1,1,1,4,1,1
3,7,37,32,59,3
12,9,37,12,24,2
2,6,17,7,5,13
7,6,43,31,39,43
2,3,4,15,4,6
3,15,15,10,1,6
7,7,21,9,9,16
1,3,1,4,1,0
3,1,22,1,1,1
1,1,5,10,3,4
1,0,0,0,0,0
3,1,1,2,2,4
6,4,3,12,7,13
1,0,0,0,7,0
2,6,20,6,1,1
2,8,73,22,2,0
3,1,0,0,0,0
5,9,1,0,2,10
2,2,2,2,1,1
2,2,1,1,1,2
1,1,0,0,0,0
3,11,2,6,5,1
2,1,19,6,3,1
2,0,2,1,0,0
2,1,5,1,1,8
1,2,2,0,0,0
1,0,0,0,0,6
7,17,108,44,37,4
7,6,1,1,8,3
3,6,2,8,3,10
2,5,1,2,1,57
3,0,0,0,0,22
2,1,0,0,1,26
3,1,4,1,2,79
1,0,9,0,0,1
5,9,0,38,0,1
14,18,18,257,217,10
11,3,5,73,50,2
180,179,416,2130,2952,97
36,37,118,960,433,43
11,39,7,129,207,10
105,116,247,928,1827,51
19,22,37,49,701,17
21,43,32,36,439,9
62,93,47,320,524,16
1,2,1,1,2,1
2,2,1,2,1,2
3,17,38,10,17,7
6,10,13,87,13,4
45,10,16,105,30,5
11,17,19,55,120,20
6,6,1,61,35,4
34,24,28,370,450,19
11,8,12,72,116,2
13,11,15,12,10,10
3,1,4,4,2,6
8,9,85,281,83,6
29,61,294,573,398,51
11,22,34,12,21,99
24,21,371,292,418,41
76,61,481,1329,1243,60
3,3,36,23,19,20
6,13,17,143,164,14
19,26,35,246,503,18
35,9,16,80,239,7
181,107,163,966,1566,72
14,20,69,219,304,57
51,6,17,26,291,15
23,30,76,166,302,17
10,10,55,39,363,12
13,20,26,125,134,48
35,27,17,157,286,30
4,2,18,16,9,10
46,54,59,33,7,33
12,6,59,41,89,9
6,3,8,36,53,7
206,50,180,406,163,251
17,124,92,31,6,147
1,5,5,12,8,10
116,14,63,173,14,30
16,6,54,0,0,6
41,14,178,10,335,25
8,26,13,13,9,6
69,19,154,222,409,17
76,73,173,71,115,1606
10,91,9,11,10,224
4,21,32,18,10,342
15,12,86,109,34,251
13,2,0,0,1,8
9,6,7,29,4,24
17,11,34,50,183,6
28,21,12,128,105,5
28,16,75,132,137,7
24,12,33,40,8,133
46,13,21,9,38,11
55,13,82,110,6,48
14,13,35,38,156,85
81,31,19,183,74,92
60,19,25,229,72,92
2,11,17,13,8,2
67,14,20,202,492,19
28,10,28,44,167,5
2,1,1,1,3,4
271,4,64,5,8,94
7,3,47,2,1,0
1,2,0,0,11,0
481,360,529,36,32,430
162,25,2,2,1,2
50,50,190,1012,777,35
8,6,5,48,41,5
34,80,190,67,154,10
8,11,5,4,4,238
59,0,1,1,2,1
94,59,7,3,1,26
90,17,12,8,4,133
3,1,0,65,0,1
79,59,2,3,2,3
4,5,1,2,2,1
1,4,4,2,0,0
83,48,144,297,137,8
4,13,19,7,15,3
8,30,16,26,4,2
117,13,60,67,35,6
4,7,5,12,67,1
186,73,108,190,67,11
10,9,47,248,8,3
39,59,520,666,1031,44
190,501,3397,2852,3079,172
3,1,4,3,1,2
34,74,693,511,542,32
78,152,1398,824,1063,49
37,3,7,7,2,6
13,7,112,130,121,9
263,57,46,109,78,6
108,5,21,41,43,5
11,68,42,30,68,13
89,364,353,137,106,27
3,2,22,1,0,1
104,276,458,997,380,69
62,582,461,174,173,57
2,35,40,1,3,2
41,156,583,703,865,48
15,40,38,31,33,12
3,3,36,14,22,3
1,7,9,4,4,2
19,12,0,1,2,1
22,14,153,78,109,4
2,4,9,14,29,3
54,5,38,3,2,1
26,2,10,2,27,3
5,7,5,29,107,3
