-311.94,-337.43,-354.48,-212.6,-34.104,-200.71
-370.02,-326.31,-259.51,-293.43,-133.78,-244.72
-574.87,-459.12,-609.66,-388.72,-28.815,-539.6
-335.09,-223.48,-430.23,-253.87,-34.859,-393.83
-350.92,-468.9,-381.32,-151.4,-321.59,-332.57
-457.78,-570.49,-410.38,-352.85,-31.415,-713.22
-583.53,-630.5,-416.68,-100.5,-401.73,-674.31
-818.41,-643.34,-565.7,-480.57,-394.02,-676.57
-471.68,-533.23,-477.01,-312.94,-53.572,-678.43
-22.02,-24.586,-1.4984,-1.0852,-3.0197,0
-6.1621,-24.945,-10.811,-28.85,-5.9855,-1.8211
-28.099,-207.18,-233.47,-28.356,-54.732,-51.594
-258.99,-259.73,-28.468,-28.413,-24.916,-180.62
-199.2,-199.2,-199.2,-171.32,-221.98,-14.543
-335.23,-394.91,-209.37,-61.291,-343.27,-227.64
-237.14,-241.12,-166.28,-221.47,-58.52,-64.654
-394.42,-389.73,-389.73,-449.89,-129.91,-362.8
-388.94,-367.9,-372.59,-331.09,-70.128,-265.03
-202.59,-213.03,-212.07,-25.731,-27.382,-210.61
-20.899,-10.037,-31.676,-4.4264,-4.2627,-2.2176
-244.71,-151.89,-211.52,-44.036,-22.988,-208.43
-350.05,-386.57,-286.2,-112.48,-276.97,-378.51
-213.8,-34.562,-199.84,-203.14,-59.365,-16.474
-350.28,-473.86,-247.26,-252.53,-18.947,-237.8
-395.07,-371.22,-406.24,-421.03,-77.272,-367.24
-164.44,-360.62,-63.224,-217.13,-216.94,-206.14
-240.23,-352.36,-310.12,-379.06,-33.699,-310.74
-730.76,-369.03,-328.4,-77.81,-387.38,-303.34
-361.49,-419.75,-449.65,-471.95,-257.85,-349.07
-935.68,-503.86,-598.7,-482.39,-29.725,-555.01
-212.06,-397.1,-146.51,-79.063,-227.93,-36.112
-361.89,-228.1,-198.84,-361.75,-230.26,-34.204
-443.03,-487.39,-191.17,-367.36,-168.92,-22.554
-197.7,-174.88,-169.41,-250.48,-223.01,-35.146
-325.94,-357.53,-409.63,-143.91,-265.64,-28.068
-268.79,-328.2,-647.96,-293.63,-131.53,-25.549
-10.7,-36.448,-11.614,-13.469,-12.404,-202.95
-334.98,-252.4,-209.79,-326.27,-204.6,-39.517
-255.61,-198.63,-161.01,-199.9,-31.656,-198.56
-18.578,-20.971,-199.41,-18.95,-20.554,-23.62
-427.04,-427.75,-254.5,-231.31,-166.85,0.27673
-590.21,-186.12,-156.28,-163.14,-85.988,-3.8837
-16.482,-198.91,-204.84,-9.013,-6.8816,-6.4454
-435.5,-356.65,-456.39,-199.67,-203.07,-0.71034
-323.79,-187.09,-132.82,-159.25,-161.97,-2.042
-433.86,-302.52,-315.19,-232.85,-29.798,-263.78
-212.18,-37.212,-17.677,-11.512,-12.874,-191.36
-452.64,-316.29,-243.06,-305.41,-30.766,-328
-285.72,-291.76,-104.2,-174.15,-218.93,-12.674
-106.66,-159.44,-7.265,-4.4118,-5.5163,-0.23005
-110.7,-229.45,-75.394,-212.22,-206.69,-13.054
-465.78,-267.21,-302.98,-164.43,-193.15,-9.4591
-198.71,-199.4,-199.83,-5.1851,-2.229,-5.0587
-357.77,-200.1,-326.59,0.57885,-3.2211,-3.7377
-296.26,-361.3,-361.31,-214.23,-40.676,-329.07
-357.05,-381.4,-298.21,-199.88,-366.09,-290.99
-577.43,-596.64,-551.75,-580.84,-153.24,-548.98
-201,-358.39,-367.86,-105.11,-20.39,-17.099
-197.82,-201.05,-201.67,-199.9,-20.109,-11.206
-100.03,-358.22,-196.86,-103.71,-267.28,-7.7594
-23.752,-158.69,-131.28,-106,-177.39,-18.047
-265.06,-312.76,-419.55,-159.48,-202.63,-11.736
-419.55,-375.28,-166.11,-85.86,-204.08,-10.795
-200.16,-25.879,-12.371,-13.116,-9.657,-203.98
-524.66,-463.26,-532.38,-427.2,-505.03,-446.39
-389.1,-373.97,-366.05,-306.63,-61.296,-317.05
0,0,0,0,0,-1.3928
-153.13,-153.49,-352.73,-131.53,-158.84,29.42
0,-0.13394,0,0,0,18.513
-199.78,-195.39,-199.31,-198.58,-1.5434,-3.2706
-544.33,-123.64,-313.85,-392.27,-143.33,28.62
-150.16,-452.91,-199.06,-359.65,-103.81,16.912
-170.27,-405.87,-217.26,-205.63,-31.83,-690.96
-243.14,-238.06,-193.19,-37.525,-26.335,-154.77
-402.9,-368.25,-356.26,-283.25,-62.014,-308.16
-514.42,-184.05,-187.5,-64.662,-5.485,13.314
3.7777,0.672,-0.808,0,0,10.624
-584.34,-259.51,-155.67,-102.47,-3.7235,20.097
-780.76,-439.41,-138.52,-124.81,-84.063,11.871
-255.72,-279.21,-350.99,0.90763,-1.9403,22.715
-228.14,-586.7,-459.99,-258.12,-3.1757,21.167
0,0,0,-1.0821,0,0
-35.579,-6.0588,-1.9665,0,0,0
-126.35,-23.689,-210.73,0.60626,-1.8733,-235.29
-41.176,-39.276,-5.8228,-11.2,-7.7525,-242.98
-37.382,-6.4884,0,-29.061,0,0
-10.269,-203.86,-5.0693,-7.0487,-5.2071,-28.022
-32.013,-235.7,-12.308,-6.5575,-4.4746,-28.34
-39.417,-5.7472,-3.9282,-1.0699,-2.49,-0.97743
-13.777,-6.1214,-41.786,-6.1498,-7.0446,-231.89
-227.73,-307.11,-30.921,-36.622,-35.148,-292.77
-277.07,-164.01,-42.545,-42.497,-20.177,-261.26
0,0,0,0,0,0
-179.12,-71.956,-33.524,-33.849,-28.622,-642.76
-444.86,-107.82,-33.837,-16.675,-33.929,-439.18
-6.3666,0,-24.261,0,0,0
-197.21,-52.813,-28.828,-28.74,-29.033,-201.6
-11.538,-249.34,-5.5305,-8.9068,-8.2713,-8.1828
-245.65,-9.5037,-12.439,-14.651,-11.049,-11.866
-204.62,-213.26,-29.672,-55.844,-30.144,-211.81
-117.27,-228.87,-32.299,-32.589,-25.223,-167.16
-13.183,-0.4,-0.6,-1.2,-1.4817,0
-361.07,-39.377,-28.491,-15.334,-26.841,-77.578
-312.33,-84.514,-15.993,-23.562,-23.186,-78.473
-3.9199,-31.846,-1.1983,-5.5127,-2.6697,-10.499
-322.47,-118.83,-25.959,-26.06,-21.477,-46.195
-31.751,-43.202,-19.641,-19.653,-18.969,-18.909
-16.944,-24.925,-13.679,-8.6041,-8.6527,-209.61
-10.568,-200.06,-5.538,-4.1456,-6.5876,-69.62
-54.778,-19.012,-46.343,-1.3015,-3.0572,0
-266.06,-11.929,-27.832,-9.173,-5.6371,-207.66
-0.4,-46.066,-4.3132,-5.0924,-2.432,0
5.038,0,0,0,0,0
0,-12.093,0,-0.39,0,-6.2491
-27.86,-76.368,-5.6117,-3.7235,-4.2796,-11.684
-17.898,-46.98,-13.421,-2.0642,-3.1551,-50.034
-7.0497,-28.732,-2.9254,1.2407,-2.9448,-8.4844
-316.41,-66.43,-30.919,-30.951,-23.27,-298.83
-293.34,-116.6,-21.919,-32.568,-34.084,-414.3
-11.678,0,0,0,0,0
-50.04,-179.96,-27.25,-27.285,-27.686,-28.292
-26.295,-312.59,-21.101,-21.082,-12.823,-21.219
-40.751,0,0,0,0,1.5562
-211.88,-17.789,-3.7274,-8.6912,-6.9804,-8.1031
6.2102,18.387,4.877,1.3036,3.6568,1.121
-3.8884,0,0,0.55563,0,0
-112.75,-319.48,-28.554,-28.649,-22.433,-224.99
-100.86,-47.087,-54.563,-26.029,-31.033,-509.6
-1.4145,-3.4082,-1.3581,-1.3102,-3.787,-200.98
-170.58,-24.045,-19.385,-18.282,-16.647,-7.7858
-162.99,-163.5,-11.208,-11.27,-16.294,-7.7279
-0.0894,0,0.12,0,-2,0
-161.36,-202.01,-15.054,-14.971,-14.928,-9.7755
0.8324,0,0,0,0,0
-201.51,-199.55,-2.0886,-1.2798,-1.4549,-1.7023
-287.48,-18.165,-0.2,0,0,0
0,0,0,0,-0.9566,0
-10.306,-9.8374,-48.056,-4.8673,0,0
-207.99,-1.458,-0.8,-1.195,0,0
0,0,0,0,0,1.16
-0.91212,0,-2.2947,0,0,-0.98295
-1.243,-12.94,-1.2616,-1.2,-1.4384,0
-2.9055,-198.22,-6.0516,-1.0367,-1.545,-1.3412
-197.53,-122.2,-3.0786,-1.1465,-2.1897,-3.1082
-202.29,-30.758,-16.935,-15.722,-17.147,-200.4
-199.61,-238.83,-8.4011,-1.2,-1.2,1.4643
0.8,0,0,0.45936,0,6.4272
-203.12,-4.2331,-3.1412,-2.928,-2.376,-4.741
-210.06,-200.27,-4.6579,-4.643,-4.049,-5.9857
-1.9646,-0.005652,0,0,0,0
-3.9669,-203.11,-3.6907,-3.4713,-3.6525,-4.0726
7.4863,17.07,10.023,9.3775,-0.096988,14.57
2.4624,8.4089,4.1307,0.208,0,19.665
-147.85,-61.133,-22.084,-25.456,-27.303,-783.31
-203.49,-165.6,-26.274,-25.487,-20.82,-360.97
-7.8255,-91.803,-4.0322,-0.5,0,0
-2.4087,-200.69,-6.6608,-4.3413,-6.6647,3.5357
-198.69,-4.078,-1.6116,-3.6641,-1.7298,1.1904
5.3271,0,0,0,0,0
-195.68,-197.64,-2.6179,-3.1228,-2.4871,-5.5006
0,-156.12,-186.92,0.96511,-1.1224,-1.0835
-0.77279,0.44251,0.16183,0,0,-0.28067
-42.048,-6.5968,-8.1827,-5.7726,-6.3945,-30.256
-0.7614,-0.6803,-0.46912,-0.038775,-2.5682,-1.6491
